"authors","publication_year","defense_date","course","thesis_type","pt_abstract","en_abstract","main_advisor","committee","auth_keywords","publisher","cnpq_area","document_url","num_views","title","second_advisor","campus"
"('Rafaella Nunes Rosendo',)","2024","2024-10-11","Ciências da Computação","Trabalho de Conclusão de Curso","A linguagem Alloy é uma linguagem declarativa e de modelagem que utiliza os métodos da geração por esboço e síntese de programas em sua estrutura, ou seja, ela faz com que o desenvolvedor descreva um sistema em termos de entidades (objetos), relações e restrições e essas declarações são expressas de maneira que descreva o que o sistema deve fazer, e não como se fazer, além que ela é baseada em lógica de primeira ordem e possui o seu analisador, o Alloy Analyzer, que permite gerar visualizações gráficas de modelos, ajudando a compreender e depurar as especificações descritas. Neste trabalho, foi desenvolvida uma ferramenta capaz de gerar argumentos válidos da Lógica Proposicional utilizando a linguagem Alloy como mediadora para construção do código.","The Alloy language is a declarative and modeling language that uses programming sketch and programming synthesis methods within its framework. In other words, it requires the developer to describe a system in terms of entities (objects), relations, and constraints. These statements are expressed in a manner that describes what the system should do, rather than how to do it. Furthermore, Alloy is based on first-order logic and features its own analyzer, the Alloy Analyzer, which allows the generation of graphical views of models, aiding in the understanding and debugging of the described specifications. In this work, a tool was developed to generate valid arguments of Propositional Calculus using the Alloy language as a mediator for code construction.","('Elthon Allex da Silva Oliveira',)","('Rodolfo Carneiro Cavalcante', 'Tácito Trindade de Araújo Tiburtino Neves')","('Lógica proposicional', 'Modelagem computacional', 'Computação', 'Argumento (Programação computacional)', 'Alloy (Linguagem de programação)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=11056&download=true&filename_field=name","279","Especificações de fórmulas bem formadas e de argumentos válidos da lógica proposicional na linguagem Alloy","","Campus Arapiraca"
"('André Ricardo Barbosa Pereira de Jesus',)","2024","2024-01-31","Ciências da Computação","Trabalho de Conclusão de Curso","O avanço contínuo da tecnologia tem nos proporcionado inúmeras melhorias em relação ao passado. Hoje, presenciamos a movimentação constante de vastas quantidades de dados, com a tecnologia permeando praticamente todos os aspectos de nossa vida. À medida que mais dados são gerados a cada segundo, surge a necessidade de aplicações que auxiliem em sua gestão. Neste trabalho, apresentamos o desenvolvimento de um protótipo de uma aplicação voltada para a análise comparativa de disciplinas no contexto do curso de Ciência da Computação no Campus Arapiraca, essa aplicação irá auxiliar a coordenação a gerir os dados de forma mais simples e realizar comparações que trarão informações sobre o desempenho dos alunos, podendo gerar ideias valiosas em discussões sobre o futuro do curso.","The continuous advancement of technology has brought about numerous improvements compared to the past. Presently, we are witnessing the constant movement of vast amounts of data, with technology permeating almost every aspect of our lives. As more data is generated every second, there arises the need for applications that assist in its management. In this work, we present the development of a prototype application focused on the comparative analysis of disciplines within the Computer Science program at the Arapiraca Campus. This application will aid the coordination team in managing data more efficiently and conducting comparisons that will provide insights into student performance, thereby fostering valuable discussions about the course’s future.","('Alexandre de Andrade Barbosa',)","('Ricardo Alexandre Afonso', 'Rômulo Nunes de Oliveira')","('Sistema de automação', 'Análise comparativa', 'Núcleo Docente Estruturante (NDE)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=9875&download=true&filename_field=name","402","Um protótipo de ferramenta para automação de análise comparativa entre disciplinas do curso de Ciência da computação","","Campus Arapiraca"
"('Vinícyus Silva Soares',)","2024","2024-09-13","Ciências da Computação","Trabalho de Conclusão de Curso","Com o rápido desenvolvimento da tecnologia e o aumento exponencial da quantidade de usuários na Internet, as aplicações precisam ser cada vez mais robustas, bem arquitetadas e desenvolvidas para suportar a grande quantidade de tráfego. Isso ocorre especialmente em períodos específicos em que as aplicações sofrem com picos de uso, sendo um exemplo os dias de black friday, inscrição e divulgação dos resultados do ENEM. Diante disso, foi desenvolvido um sistema que busca ser resiliente a esses momentos anormais de pico de uso, utilizando a arquitetura de microsserviços e a computação em nuvem baseada em lambdas, aplicando os princípios da arquitetura limpa. Junto ao desenvolvimento do protótipo foi feita uma extensa revisão bibliográfica para entender os desafios enfrentados por outros que utilizaram abordagens similares. Ao fim do projeto foi obtido um sistema com 100% de cobertura de linhas de código por testes automatizados e que durante vários testes de carga se mostrou resistente e apresentando uma performance estável.","With the rapid development of technology and the exponential increase in the number of Internet users, applications need to be increasingly robust, well-designed and developed to support the large amount of traffic. This happens especially during specific periods when applications experience peak usage, such as Black Friday, registration and publication of ENEM results. In view of this, a system was developed that seeks to be resilient to these abnormal moments of peak usage, using microservices architecture and lambda-based cloud computing, applying the principles of clean architecture. Along with the development of the prototype, an extensive literature review was carried out to understand the challenges faced by others who used similar approaches. At the end of the project, a system was obtained with 100% coverage of lines of code by automated tests and which, during several load tests, proved to be resistant and delivered stable performance.","('Rômulo Nunes de Oliveira',)","('Patrick Henrique da Silva Brito', 'Thiago Bruno Melo de Sales')","('Sistemas computacionais', 'Arquitetura de microsserviços', 'Picos de uso', 'AWS Lambda (Programa de computador)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=11507&download=true&filename_field=name","175","Construção de um módulo acadêmico utilizando microsserviços","('Ítalo Carlo Lopes Silva',)","Campus Arapiraca"
"('João Victor Vilela dos Santos',)","2024","2024-04-05","Ciências da Computação","Trabalho de Conclusão de Curso","Este estudo visa investigar características que podem prejudicar a experiência dos usuários ao usar os sites dos cursos de graduação da UFAL campus Arapiraca. À vista disso, o trabalho foi conduzido em três fases distintas: um teste de usabilidade com usuários, uma avaliação heurística (identificação do problema, local e heurística violada) e uma comparação entre os resultados obtidos através do teste com os usuários e avaliação heurística. Os resultados apontam aspectos negativos em termos de usabilidade, o que pode atrapalhar a experiência dos usuários.","The aim of this study was to investigate the characteristics that can impair the user experience when using the websites of the undergraduate courses at UFAL's Arapiraca campus. In view of this, the work was conducted in three distinct phases: a usability test with users, a heuristic evaluation (identification of problem, location and violated heuristics) and a comparison between the results obtained through the test with users and the heuristic evaluation. The results point to negative aspects in terms of usability, which can hinder the user experience.","('Ricardo Alexandre Afonso',)","('Alexandre de Andrade Barbosa', 'Patrick Henrique da Silva Brito')","('Usabilidade', 'Sites institucionais -Usabilidade', 'Usuários -Experiência', 'Usabilidade -Avaliação', 'Nielsen, Heurística de')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=10495&download=true&filename_field=name","377","Avaliação de usabilidade e qualidade dos sites dos cursos de graduação UFAL Campus Arapiraca","","Campus Arapiraca"
"('Emilly Regina Ferreira Duarte',)","2024","2024-11-18","Ciências da Computação","Trabalho de Conclusão de Curso","Com o aumento crescente de dispositivos integrados a assistentes virtuais capazes de gerenciar aparelhos domésticos, informações pessoais, fazer compras online, entre outros recursos, surgiu a preocupação sobre quais dados são coletados e como são utilizados, como essas assistentes protegem a segurança e a privacidade do usuário e quais riscos elas apresentam. Portanto, faz-se necessário analisar quais informações são coletadas por essas assistentes, como esses dados são tratados e quais são as falhas de privacidade e segurança relacionadas a elas, identificando as possíveis medidas de defesa propostas nos trabalhos apresentados neste mapeamento sistemático da literatura.","The increasing number of devices integrated with virtual assistants able to manage household appliances, private information and do online shopping, and other resources, has raised concerns about which data is collected and how it is used, how these assistants protect the user's security and privacy, and what risks they present. Therefore, it is necessary to analyze what information is collected by these assistants, how this data is processed and what privacy and security threats are related to them, identifying the possible defense measures proposed in the works presented in this systematic mapping of the literature.","('Alexandre de Andrade Barbosa',)","('Alexandre Paes dos Santos', 'André Almeida Silva')","('Privacidade', 'Segurança da informação', 'Assistentes virtuais', 'Siri (Assistente virtual)', 'Alexa (Assistente virtual)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=11780&download=true&filename_field=name","159","Mapeamento sistemático da privacidade e segurança no uso de assistentes virtuais","","Campus Arapiraca"
"('Higor Vinícius de Lima',)","2024","2024-03-27","Ciências da Computação","Trabalho de Conclusão de Curso","O avanço das aplicações Web resultou no surgimento das Aplicações de Página Única (SPAs), que proporcionam melhor performance, usabilidade e facilidade de manutenção. As SPAs proporcionam uma experiência de usuário mais suave e interativa, pois eliminam a necessidade de recarregar a página inteira a cada solicitação. Isso se traduz em uma navegação mais rápida e fluida, aprimora a experiência do usuário, aumenta a eficácia do desenvolvimento e melhora o desempenho da aplicação. Adicionalmente, as SPAs oferecem uma distinção mais nítida entre o frontend e o backend, o que pode simplificar o processo de desenvolvimento. Isso é particularmente vantajoso em equipes de desenvolvimento grandes e distribuídas, onde a divisão de responsabilidades pode potencializar a eficiência. Ao analisar a literatura disponível e realizar um estudo de caso, esta pesquisa avalia os desafios e benefícios da transição da arquitetura de Aplicações de Múlti-Páginas (MPA) para Aplicações de Página Única (SPA), apresentando uma estratégia detalhada para a migração de uma MPA para uma SPA, considerando esses desafios.","The advancement of Web applications has resulted in the emergence of Single Page Applications (SPAs), which provide better performance, usability and ease of maintenance. SPAs offer a smoother and more interactive user experience, as they eliminate the need to reload the entire page with each request. This translates into faster and more fluid navigation, improves the user experience, increases development efficiency and optimizes application performance. In addition, SPAs enable a clearer distinction between the frontend and the backend, which can simplify the development process. This is particularly advantageous in large, distributed development teams, where the division of responsibilities can boost efficiency. By analyzing the available literature and conducting a case study, this research evaluates the challenges and benefits of transitioning from Multi-Page Application (MPA) architecture to Single-Page Applications (SPA), presenting a detailed strategy for migrating from an MPA to a SPA, considering these challenges.","('Patrick Henrique da Silva Brito',)","('Ricardo Alexandre Afonso', 'Rodolfo Carneiro Cavalcante')","('Software', 'Aplicação Multi-Páginas (MPA)', 'Front-end', 'Back-end', 'Aplicação de Página Única (SPA)', 'Aplicação web')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=11439&download=true&filename_field=name","222","Um processo para migração de aplicações multi-página (MPA) para aplicações de página única (SPA) utilizando arquitetura de microsserviços","","Campus Arapiraca"
"('Gabriel da Silva Pereira',)","2024","2024-10-04","Ciências da Computação","Trabalho de Conclusão de Curso","Com o crescimento considerável da digitalização de produtos e serviços em diversos setores da economia, a necessidade de processar grandes volumes de dados tornou-se indispensável para as organizações que buscam se manter competitivas. Paralelamente, a crescente adoção da cultura Data-Driven nos núcleos corporativos gerou uma série de desafios complexos no processo de modelagem, armazenamento e análise de dados. Nesse cenário dinâmico e desafiador, técnicas de Data Warehouse emergiram como alternativas robustas aos sistemas Online Transaction Processing tradicionais ao proporcionar uma visão analítica aprofundada, organizada em fatos e dimensões, o que resulta em uma significativa melhoria na performance das consultas – objetivo principal dos sistemas Online Analytical Processing. Dessa forma, o presente trabalho tem como objetivo avaliar a viabilidade do uso de diferentes tipos de bancos de dados, tanto modelos relacionais quanto não relacionais (e suas variadas orientações, como orientados a documentos e colunares), a fim de determinar qual deles alcança o melhor desempenho nos cenários específicos propostos, principalmente no que tange ao tempo de consulta, um dos principais focos nos sistemas OLAP. Para alcançar esse objetivo, serão selecionadas e analisadas diversas bases de dados representativas, sobre as quais serão construídos Data Warehouses. Essas bases de dados serão armazenadas no PostgreSQL, no Mongo DB e no Citus. Esses ambientes serão utilizados para avaliar, de maneira detalhada, o processo de modelagem, a eficiência das operações e o desempenho geral dos sistemas em diferentes contextos de uso. Evidenciou-se que o PostgreSQL obteve um desempenho superior na maioria dos cenários, mostrando-se uma alternativa interessante para Data Warehousing.","With the substantial growth of digitalization of products and services in various sectors of the economy, the need to process large volumes of data has become indispensable for organizations seeking to remain competitive. At the same time, the increasing adoption of the Data-Driven culture in corporate centers has generated a series of complex challenges in the process of modeling, storing, and analyzing data. In this dynamic and challenging scenario, Data Warehouse techniques have emerged as robust alternatives to traditional Online Transaction Processing systems by providing an in-depth analytical view, organized into facts and dimensions, which results in a significant improvement in query performance – the main objective of Online Analytical Processing systems. Thus, this work aims to evaluate the feasibility of using different types of databases, both relational and non-relational models (and their various orientations, such as document-oriented and columnar), in order to determine which one achieves the best performance in the specific scenarios proposed, especially with regard to query time, one of the main focuses in OLAP systems. To achieve this goal, several representative databases will be selected and analyzed, on which Data Warehouses will be built. These databases will be stored in PostgreSQL, Mongo DB and Citus. These environments will be used to evaluate, in detail, the modeling process, the efficiency of operations and the overall performance of the systems in different contexts of use. It was evident that PostgreSQL obtained superior performance in most scenarios, proving to be an interesting alternative for Data Warehousing.","('Rodolfo Carneiro Cavalcante',)","('Elthon Allex da Silva Oliveira', 'Patrick Henrique da Silva Brito')","('Big data', 'Data warehouse', 'Sistema de Gerenciamento de Banco de Dados (SGBD)', 'Banco de dados')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=10769&download=true&filename_field=name","331","Análise comparativa de data warehouses com SGBDs open-source","","Campus Arapiraca"
"('Elthon Allex da Silva Oliveira', 'Filipe da Silva Oliveira')","2023","2023-05-10","Ciências da Computação","Trabalho de Conclusão de Curso","A elaboração de problemas únicos e com características específicas em disciplinas formais de graduação é uma tarefa tediosa, principalmente quando a disciplina é ofertada em Massive Open Online Courses (MOOCs). Diante deste cenário, foi desenvolvida uma técnica à geração automática de fórmulas e argumentos válidos da Lógica Proposicional. O maior desafio da técnica foi gerar argumentos válidos. Pois, estes argumentos são improváveis de surgir a partir da geração totalmente aleatória. A técnica faz uso de conceitos da área de Síntese de Programas. Para isto, os conceitos de síntese são utilizados em conjunto com especificações formais descritas em Alloy. Neste trabalho, são apresentadas as especificações Alloy necessárias à geração dos elementos da Lógica.","The elaboration of unique problems with specific characteristics in formal undergraduate courses is a tedious task, especially when the course is offered in Massive Open Online Courses (MOOCs). In this scenario, a technique for the automatic generation of propositional logic formulas and valid arguments was developed. The major challenge of the technique was to generate valid arguments. These arguments are unlikely to arise from totally random generation. The technique makes use of concepts from the Program Synthesis area. For this, the synthesis concepts are used together with formal specifications described in Alloy. In this job, Alloy specifications necessary for the generation of Logic elements are presented.","('Elthon Allex da Silva Oliveira',)","","('Geração por esboço', 'Síntese de programas', 'Linguagem proposicional', 'Alloy, Especificações', 'Geração por modelos')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=8671&download=true&filename_field=name","440","Especificações Alloy de elementos da lógica proposicional","","Campus Arapiraca"
"('Mateus Aristides Honorato dos Santos',)","2023","2023-09-20","Ciências da Computação","Trabalho de Conclusão de Curso","Introdução: A avaliação física é um procedimento de extrema importância no treinamento esportivo, é necessário dispor do maior número de informações possíveis para construir um plano de treinamento eficiente, e para que seja observado o resultado do trabalho do profissional de Educação Física, seja por ele ou por seu aluno, é preciso uma sistematização dos dados coletados. Objetivo: Facilitar a coleta, o tratamento de dados e a geração de relatórios para o atendimento de avaliações físicas no âmbito do treinamento voltado à promoção da saúde e ao alto desempenho. Método: Foram executadas as seguintes etapas: Levantamento dos requisitos, análise comparativa dos arcabouços, proposta de interface e desenvolvimento. Utilizando as técnicas de User Interface -UI e User Experience -UX, para garantir que o sistema seja visualmente agradável e de fácil utilização. Resultado: Esse relatório descreve as atividades realizadas para o desenvolvimento front-end de uma solução de software composta por dois sistemas: web e mobile, ambos funcionais (online e offline) e responsivos (web e mobile). Conclusão: Foi apresentado o processo de desenvolvimento de um sistema para acompanhamento massivo, individualizado e eficiente.","Introduction: Physical assessment is a crucial procedure in sports training, requiring a wealth of information to construct an efficient training plan. To evaluate the results of the work conducted by a Physical Education professional, whether by them or their student, a systematic approach to collected data is necessary. Objective: To optimize the collection, data processing, and report generation for physical assessments in the context of training focused on health promotion and high performance. Method: The following steps were undertaken: Requirements gathering, comparative analysis of frameworks, interface proposal, and development. Utilizing User Interface (UI) and User Experience (UX) techniques to ensure the system is visually appealing and userfriendly. Result: This report outlines the activities undertaken for the front-end development of a software solution comprising two systems: web and mobile, both functional (online and offline) and responsive (web and mobile). Conclusion: The development process of a system for comprehensive, individualized, and efficient monitoring has been presented.","('Elthon Allex da Silva Oliveira',)","('Rodolfo Carneiro Cavalcante', 'Tácito Trindade de Araújo Tiburtino Neves')","('Experiência do usuário', 'Interfaces de usuário (Sistemas de computação)', 'Interface de usuário baseada na Web')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=9672&download=true&filename_field=name","353","Sistema para acompanhamento massivo, individualizado e eficiente da condição física de pessoas: desenvolvimento Front-end para sistemas Web e Mobile","","Campus Arapiraca"
"('Gerson Vieira da Silva',)","2023","2023-05-26","Ciências da Computação","Trabalho de Conclusão de Curso","Com o constante crescimento da quantidade de informações geradas por empresas e usuários, o armazenamento e a gestão desses dados têm se tornado cada vez mais desafiadores. Nesse contexto, a escolha do Sistema de Gerenciamento de Bancos de Dados (SGBD) tornou-se um ponto crucial no processo de desenvolvimento de sistemas, pois a seleção de um modelo de dados inadequado pode comprometer a eficiência e a eficácia do sistema como um todo. Atualmente, os SGBDs podem ser classificados em dois grupos, de acordo com o paradigma adotado na estruturação dos dados: relacionais (SQL) e não relacionais (NoSQL). A partir disso, o presente trabalho tem como objetivo identificar as principais vantagens e desvantagens dos SGBDs relacionais e NoSQL em termos de desempenho, escalabilidade e confiabilidade, a fim de auxiliar desenvolvedores e empresas na escolha do SGBD mais adequado para suas necessidades. Para isso, foi realizada uma revisão sistemática da literatura, com foco nas comparações de desempenho entre os dois tipos de SGBDs, e identificando os critérios mais comuns utilizados por empresas e desenvolvedores na seleção desses paradigmas. Os resultados obtidos foram apresentados no capítulo de avaliação qualitativa e foram utilizados na discussão sobre as diferenças entre os modelos de banco de dados. As conclusões apontaram que a escolha do SGBD deve ser baseada nas características do sistema em questão, uma vez que os modelos possuem vantagens e desvantagens distintas.","As the amount of information generated by companies and users continues to grow, storage and management of data have become increasingly challenging. In this context, the choice of a Database Management System (DBMS) has become a crucial point in the system development process, as selecting an inappropriate data model can compromise the efficiency and effectiveness of the system as a whole. Currently, DBMSs can be classified into two groups based on the adopted data structuring paradigm: relational (SQL) and non-relational (NoSQL). This work aims to identify the main advantages and disadvantages of relational and NoSQL DBMSs in terms of performance, scalability, and reliability, to assist developers and companies in choosing the most suitable DBMS for their needs. A systematic literature review was conducted, focusing on performance comparisons between the two types of DBMSs, and identifying the most common criteria used by companies and developers in selecting these paradigms. The obtained results were presented in the qualitative evaluation chapter and were used in the discussion of the differences between the database models. The conclusions indicated that the choice of DBMS should be based on the characteristics of the system in question since the models have distinct advantages and disadvantages.","('Patrick Henrique da Silva Brito',)","('Alexandre de Andrade Barbosa', 'Alexandre Paes dos Santos')","('NoSQL (Banco de dados não relacionais)', 'SQL (Linguagem de programação)', 'Banco de dados', 'Comparação de desempenho')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=8778&download=true&filename_field=name","1270","Análise do desempenho entre sistemas de gerenciamento de banco de dados relacional e NoQSL: uma revisão sistemática","","Campus Arapiraca"
"('Luiz FIlipe Soares de Melo Barbosa',)","2023","2023-05-31","Ciências da Computação","Trabalho de Conclusão de Curso","O reconhecimento facial, como processo computacional, é visto como uma tarefa complexa, uma vez que a máquina passa por muitos processos para identificar corretamente um indivíduo, diferentemente da visão humana. No entanto, sua importância em diversas aplicações no mundo real é indiscutível. Com o avanço da tecnologia e o uso de redes neurais, várias ferramentas foram criadas para facilitar esse processo. Este estudo teve como objetivo apresentar o reconhecimento e identificação facial de indivíduos específicos usando ferramentas avançadas, gratuitas e de fácil acesso, mostrando que essa tecnologia está em constante evolução. Os resultados dos experimentos indicam que a combinação de algumas ferramentas pode simplificar o processo e obter resultados interessantes.","Facial recognition, as a computational process, is seen as a complex task, since the machine goes through many processes to correctly identify an individual, unlike human vision. However, its importance in various real-world applications is undeniable. With the advancement of technology and the use of neural networks, several tools have been created to facilitate this process. This study aimed to present the facial recognition and identification of specific individuals using advanced, free, and easily accessible tools, showing that this technology is constantly evolving. The experimental results indicate that the combination of some tools can simplify the process and obtain interesting results.","('Tácito Trindade de Araújo Tiburtino Neves',)","('Elthon Allex da Silva Oliveira', 'Rodolfo Carneiro Cavalcante')","('Reconhecimento facial', 'Captura de faces', 'Multi-task Cascaded Convolutional Networks (MTCNN)', 'FaceNet (Sistema)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=8888&download=true&filename_field=name","628","O uso de reconhecimento facial para a captura e identificação em arquivos pessoais","","Campus Arapiraca"
"('Franklyn Roberto da Silva',)","2023","2023-05-25","Ciências da Computação","Trabalho de Conclusão de Curso","O desenvolvimento de aplicações escaláveis em nuvem é um desafio para os profissionais da área de tecnologia da informação, pois exige o uso de arquiteturas e ferramentas adequadas para garantir a qualidade, a performance e a disponibilidade dos sistemas. Uma das abordagens mais utilizadas para esse fim é a de microsserviços, que consiste em dividir uma aplicação em pequenos serviços independentes e comunicáveis entre si. O presente trabalho tem como tema o desenvolvimento de uma aplicação escalável em nuvem, utilizando os microsserviços como estratégia para alcançar esse objetivo. O problema que motivou esta pesquisa foi a dificuldade de manter e evoluir aplicações monolíticas, que tendem a se tornar complexas e custosas com o tempo. O objetivo geral deste trabalho é demonstrar como os microsserviços, proporcionando benefícios como modularidade, escalabilidade, resiliência e independência para aplicações escaláveis. Visando demonstrar o desenvolvimento de uma aplicação escalável, um estudo de caso é apresentado e a partir dele uma arquitetura de sistema baseada em microsserviços foi projetada, definindo seus componentes e interações definição de modelos de comunicação, bem como a seleção de ferramentas de suporte ao ambiente de execução de microsserviços. Por fim, o sistema foi implementado e testado. Como resultado do desenvolvimento, o sistema de livraria online usufrui dos benefícios de uma arquitetura baseada em microsserviços de forma a garantir capacidade de escala mundial sem comprometer seus requisitos não funcionais de escalabilidade e resiliência.","The development of scalable cloud applications is a challenge for professionals in the field of information technology, as it requires the use of appropriate architectures and tools to ensure the quality, performance, and availability of systems. One of the most utilized approaches for this purpose is microservices, which involves breaking down an application into small, independent, and communicable services. The current work focuses on the development of a scalable cloud application using microservices as a strategy to achieve this goal. The problem that motivated this research was the difficulty of maintaining and evolving monolithic applications, which tend to become complex and costly over time. The overall objective of this work is to demonstrate how microservices provide benefits such as modularity, scalability, resilience, and independence for scalable applications. In order to showcase the development of a scalable application, a case study is presented, and based on it, a microservices-based system architecture is designed. This includes defining its components and interactions, communication model definitions, as well as the selection of tools to support the microservices runtime environment. Finally, the system is implemented and tested. As a result of this development, the online bookstore system enjoys the benefits of a microservices-based architecture, ensuring global scalability without compromising its non-functional requirements of scalability and resilience.","('Tércio de Morais Sampaio Silva',)","('Alexandre Paes dos Santos', 'Raquel da Silva Cabral')","('Escalabilidade', 'Nuvem escalável', 'Microsserviços', 'Infraestrutura em nuvem', 'Contêiner')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=9505&download=true&filename_field=name","529","Desenvolvimento de uma aplicação escalável em nuvem","","Campus Arapiraca"
"('Geovane Leite de Carvalho Filho',)","2023","2023-05-31","Ciências da Computação","Trabalho de Conclusão de Curso","Este projeto tem como finalidade desenvolver um sistema computacional inteligente para auxiliar na avaliação dos conhecimentos linguísticos (análise morfossintática e lexical) em textos escolares de alunos dos Anos Iniciais do Ensino Fundamental. Serão considerados como parâmetros para essa avaliação a riqueza lexical de suas produções textuais. Integrado aos projetos de pesquisa METAWRITING – I (CNPq, bolsa PQ, nível 1D, 2020-2024) e projeto M-GRATEX (CNPq, Edital Universal 2019), o desenvolvimento desse sistema computacional dará continuidade ao software Lexicanalytics, elaborado inicialmente apenas para a análise de um dos componentes da riqueza lexical, a diversidade lexical. Para isso, serão implantadas técnicas de inteligência artificial como o processamento de linguagem natural, de modo a permitir a otimização do reconhecimento da riqueza lexical (quantidade e tipos de palavras, diversidade lexical e densidade lexical) que caracterizam os textos dos alunos desse nível de escolaridade. A validação do sistema se dará a partir de materiais já coletados em escolas brasileiras e portuguesas. Espera-se que esse sistema computacional possa fornecer informações valiosas sobre a riqueza lexical das produções textuais dos alunos desses dois países, contribuindo para o estabelecimento de critérios de avaliação de aprendizagem e para a melhoria do ensino de língua portuguesa.","This project aims to develop an intelligent computational system to assist in the assessment of linguistic knowledge (morphosyntactic and lexical analysis) in school texts by students in the Early Years of Elementary School. The lexical richness of their textual productions will be considered as parameters for this evaluation. Integrated with the research projects METAWRITING – I (CNPq, PQ grant, level 1D, 2020-2024) and the M-GRATEX project (CNPq, Public Notice 2019), the development of this computational system will continue the Lexicanalytics software, initially designed only for the analysis of one of the components of lexical richness, lexical diversity. For this, artificial intelligence techniques will be implemented, such as natural language processing, in order to allow the optimization of the recognition of lexical richness (number and types of words, lexical diversity and lexical density) that characterize the texts of students at this level of schooling. The validation of the system will be based on materials already collected in Brazilian and Portuguese schools. It is expected that this computational system can provide valuable and accurate, statistically significant information about the lexical richness of the textual productions of students from these two countries, contributing to the establishment of learning evaluation criteria, aiming at improving the teaching of the Portuguese language.","('Eduardo Calil de Oliveira',)","('Elian da Silva Santos Leite', 'Tácito Trindade de Araújo Tiburtino Neves')","('Análise textual', 'Ferramenta analítica', 'Densidade lexical', 'Diversidade lexical', 'Lexicanalytics Web (Software)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=8740&download=true&filename_field=name","481","Sistema computacional inteligente para auxiliar no processo de ensino-aprendizagem dos conhecimentos linguísticos de alunos de Ensino fundamental","","Campus Arapiraca"
